,Well,X,Y,NTG
736,228-914,228,914,0.38489024683975037
737,228-915,228,915,0.3667016295159775
738,228-916,228,916,0.3549569169720443
739,228-917,228,917,0.34238687500123366
740,228-918,228,918,0.33744624476353036
741,228-919,228,919,0.32920977323423267
742,228-920,228,920,0.32129530150656205
743,228-921,228,921,0.31210055795145797
744,228-922,228,922,0.3129672192508687
745,228-923,228,923,0.32449173032750855
746,228-924,228,924,0.3437330922729801
747,228-925,228,925,0.3604992263386003
748,228-926,228,926,0.36456361523347114
749,228-927,228,927,0.3580173057708663
750,228-928,228,928,0.347746822172329
751,228-929,228,929,0.3366295905387407
752,228-930,228,930,0.32568138248589873
753,229-901,229,901,0.43900488671799087
754,229-902,229,902,0.42454336086106653
755,229-903,229,903,0.4082713967672939
756,229-904,229,904,0.3926291585728369
757,229-905,229,905,0.37612078215914746
758,229-906,229,906,0.35990644073069555
759,229-907,229,907,0.3416764904739561
760,229-908,229,908,0.3261493462875507
761,229-909,229,909,0.3162112458473317
762,229-910,229,910,0.32577232530100336
763,229-911,229,911,0.34816618830066365
764,229-912,229,912,0.3778478925440386
765,229-913,229,913,0.3842921084666172
766,229-914,229,914,0.3787427567561286
767,229-915,229,915,0.3647277784965854
768,229-916,229,916,0.35746775180357315
769,229-917,229,917,0.3535699614585859
770,229-918,229,918,0.350604726882963
771,229-919,229,919,0.3445294263412556
772,229-921,229,921,0.3202863294081978
773,229-922,229,922,0.3179095289549656
774,229-923,229,923,0.3327900428520105
775,229-924,229,924,0.3526023690439435
776,229-927,229,927,0.3606483665942237
777,229-928,229,928,0.3490103074575546
778,229-929,229,929,0.3360968360871045
779,229-930,229,930,0.32353439155154556
780,230-901,230,901,0.45195448520562614
781,230-902,230,902,0.44316734086946163
782,230-903,230,903,0.4331572181458566
783,230-904,230,904,0.41464632743860697
784,230-905,230,905,0.39310284107112287
785,230-906,230,906,0.3712792360442836
786,230-907,230,907,0.34763846781658064
787,230-909,230,909,0.3124205615557296
788,230-910,230,910,0.30941628873342664
789,230-911,230,911,0.3234755694676534
790,230-912,230,912,0.34173581353759463
791,230-913,230,913,0.3602866721865446
792,230-914,230,914,0.36487614682461916
793,230-915,230,915,0.3664873241465475
794,230-916,230,916,0.3592599160915843
795,230-917,230,917,0.36141176850141493
796,230-918,230,918,0.356227019721122
797,230-919,230,919,0.3514054597397916
798,230-920,230,920,0.3393589297565251
799,230-922,230,922,0.31532702719779393
800,230-923,230,923,0.3275528722026726
801,230-924,230,924,0.34471597855494296
802,230-925,230,925,0.3578798858249722
803,230-926,230,926,0.3588651805488771
804,230-927,230,927,0.3497099764031403
805,230-928,230,928,0.3402540390886455
806,230-929,230,929,0.3284993267412116
807,230-930,230,930,0.3152336735909593
808,231-901,231,901,0.471223239430187
809,231-902,231,902,0.46426590768122183
810,231-903,231,903,0.4501719244802888
811,231-904,231,904,0.42900602271715077
812,231-905,231,905,0.4036856029175098
813,231-906,231,906,0.3809657127977962
814,231-907,231,907,0.35179784104727
815,231-908,231,908,0.3246241867672291
816,231-909,231,909,0.29627763471770535
817,231-910,231,910,0.28523342668561363
818,231-911,231,911,0.2972147496773258
819,231-912,231,912,0.3135549308906021
820,231-913,231,913,0.3327431876159637
821,231-914,231,914,0.3478572573330947
822,231-915,231,915,0.35549994183580763
823,231-916,231,916,0.3581937244647613
824,231-917,231,917,0.3615327616220627
825,231-918,231,918,0.35583332529394474
826,231-919,231,919,0.3503795380919865
827,231-921,231,921,0.3171206528990395
828,231-922,231,922,0.309769381055137
829,231-923,231,923,0.31624949313694367
830,231-924,231,924,0.3268021992293197
831,231-925,231,925,0.33479307711579
832,231-926,231,926,0.33662714466765076
833,231-927,231,927,0.32997685024037
834,231-928,231,928,0.32082152958962284
835,232-901,232,901,0.4837986812075827
836,232-902,232,902,0.48289107976620815
837,232-903,232,903,0.47204255954256125
838,232-904,232,904,0.4502137465303521
839,232-905,232,905,0.4204471524438592
840,232-906,232,906,0.3875343846983864
841,232-907,232,907,0.35432150089153897
842,232-908,232,908,0.31833605815785515
843,232-909,232,909,0.28615478263970506
844,232-912,232,912,0.29430928175254184
845,232-913,232,913,0.3137421554431843
846,232-914,232,914,0.3273075344183969
847,232-915,232,915,0.34027584923031423
848,232-916,232,916,0.34983402386814877
849,232-918,232,918,0.344515781995453
850,232-919,232,919,0.33231042658732046
851,232-920,232,920,0.31903201638447787
852,232-921,232,921,0.3014151685777446
853,232-922,232,922,0.2950981253589429
854,232-923,232,923,0.29954937252785463
855,232-924,232,924,0.30753497008675734
856,232-925,232,925,0.3104666223457635
857,232-926,232,926,0.31469859316317317
858,232-927,232,927,0.30760665237307755
859,232-928,232,928,0.29330995985889824
860,232-930,232,930,0.28148763633987306
861,233-901,233,901,0.5016071327325796
862,233-902,233,902,0.5068870332966776
863,233-903,233,903,0.49920440739836125
864,233-904,233,904,0.4717747455994628
865,233-905,233,905,0.43682414989157636
866,233-906,233,906,0.3965862024419197
867,233-907,233,907,0.35852745237778344
868,233-908,233,908,0.3192853696923379
869,233-909,233,909,0.2886023084363617
870,233-910,233,910,0.2636874988715148
871,233-911,233,911,0.2641193080743968
872,233-912,233,912,0.27358410987027093
873,233-913,233,913,0.29039076158988414
874,233-914,233,914,0.30656644746086986
875,233-915,233,915,0.31653956795033694
876,233-916,233,916,0.3295851718366249
877,233-917,233,917,0.32937039642409066
878,233-918,233,918,0.32120855427914435
879,233-919,233,919,0.3054083401982844
880,233-920,233,920,0.2882206044138517
881,233-921,233,921,0.2712586024522659
882,233-922,233,922,0.2715041362985717
883,233-923,233,923,0.27865042314217764
884,233-924,233,924,0.2873848821458476
885,233-925,233,925,0.29324355036275346
886,233-926,233,926,0.29566120144958025
887,233-927,233,927,0.2902643874316547
888,233-928,233,928,0.2790670408189266
889,233-929,233,929,0.27125994891878397
890,233-930,233,930,0.27520288988133695
891,234-901,234,901,0.5190102796242062
892,234-902,234,902,0.5297179453795495
893,234-903,234,903,0.5312602825829992
894,234-904,234,904,0.499249281675397
895,234-905,234,905,0.4536178635853453
896,234-906,234,906,0.4073083237208205
897,234-907,234,907,0.36070331497855146
898,234-908,234,908,0.319983771406792
899,234-909,234,909,0.28801562069509473
900,234-910,234,910,0.2629427226229564
901,234-911,234,911,0.25968918541646485
902,234-912,234,912,0.261884504972435
903,234-913,234,913,0.2757142511710763
904,234-914,234,914,0.2907346728777622
905,234-915,234,915,0.2987273551753384
906,234-916,234,916,0.3071169558106674
907,234-917,234,917,0.30343953284734654
908,234-918,234,918,0.2967502520560666
909,234-919,234,919,0.27891176285367597
910,234-920,234,920,0.2617864754408862
911,234-922,234,922,0.25137783569869443
912,234-923,234,923,0.26491878144719055
913,234-924,234,924,0.27529085035359235
914,234-925,234,925,0.2822520910784242
915,234-926,234,926,0.2853606299627187
916,234-927,234,927,0.28254527788233835
917,234-928,234,928,0.28175099985468854
918,234-929,234,929,0.27984764998919315
919,234-930,234,930,0.2808139617995077
920,235-901,235,901,0.5041169889096505
921,235-902,235,902,0.5348997842420219
922,235-904,235,904,0.5038176194937718
923,235-905,235,905,0.45153095895004475
924,235-906,235,906,0.4041033907141641
925,235-907,235,907,0.36071648806467416
926,235-908,235,908,0.3204118011320749
927,235-909,235,909,0.28514611912563653
928,235-910,235,910,0.25986780850222146
929,235-911,235,911,0.25093388219289997
930,235-912,235,912,0.24935215759425053
931,235-913,235,913,0.262219304915851
932,235-914,235,914,0.27440045248753264
933,235-916,235,916,0.2794924297507436
934,235-917,235,917,0.2860008347252612
935,235-918,235,918,0.2751275234702952
936,235-919,235,919,0.2659894654552989
937,235-920,235,920,0.2524261357261046
938,235-921,235,921,0.24205487659303243
939,235-922,235,922,0.24690479757039974
940,235-923,235,923,0.2601922595868915
941,235-925,235,925,0.2785329476076508
942,235-926,235,926,0.2824082815030202
943,235-927,235,927,0.2820897093432106
944,235-928,235,928,0.2834104989553367
945,235-929,235,929,0.2839998681501361
946,235-930,235,930,0.2861324539270937
947,236-901,236,901,0.4825925491621942
948,236-902,236,902,0.5107133348027819
949,236-903,236,903,0.5076310655763451
950,236-904,236,904,0.47547180444549775
951,236-905,236,905,0.4360101572656617
952,236-906,236,906,0.3965032522128477
953,236-907,236,907,0.3562308608575221
954,236-908,236,908,0.31659245398819164
955,236-909,236,909,0.280229706745316
956,236-910,236,910,0.2566024725046437
957,236-911,236,911,0.24330230786447604
958,236-912,236,912,0.2417104942433125
959,236-913,236,913,0.2463317934412764
960,236-914,236,914,0.2602814951666747
961,236-915,236,915,0.26379172577129195
962,236-916,236,916,0.2765685257898053
963,236-917,236,917,0.27557623781303436
964,236-918,236,918,0.26378285833601933
965,236-919,236,919,0.2537330215837159
966,236-920,236,920,0.25251094283631986
967,236-921,236,921,0.24650598928593986
968,236-922,236,922,0.24886530827827635
969,236-923,236,923,0.26085405658508515
970,236-924,236,924,0.27561529621558006
971,236-925,236,925,0.2804134698325745
972,236-926,236,926,0.28248384394306725
973,236-927,236,927,0.28494189230877826
974,236-928,236,928,0.28773313012739604
975,236-929,236,929,0.29115123021895034
976,236-930,236,930,0.29452816756778144
977,237-901,237,901,0.4568445494154383
978,237-902,237,902,0.46502480028463156
979,237-903,237,903,0.4631469813145942
980,237-905,237,905,0.41647397101239114
981,237-906,237,906,0.3880525185214937
982,237-907,237,907,0.35424685735649236
983,237-908,237,908,0.3128831700948637
984,237-909,237,909,0.27398276459801485
985,237-910,237,910,0.24458531689033877
986,237-911,237,911,0.2314329461257702
987,237-912,237,912,0.23304149355761136
988,237-913,237,913,0.24420770923243768
989,237-915,237,915,0.26064842903377294
990,237-916,237,916,0.27553434266613797
991,237-917,237,917,0.26952825568965616
992,237-918,237,918,0.25560783040691715
993,237-921,237,921,0.24565029671863206
994,237-922,237,922,0.2424822385395125
995,237-923,237,923,0.25675529634998306
996,237-925,237,925,0.2794333335678019
997,237-926,237,926,0.27925923267913033
998,237-927,237,927,0.28376203873900163
999,237-928,237,928,0.28848529830670855
1000,237-929,237,929,0.29258727538307105
1001,237-930,237,930,0.3000203144833396
1002,238-901,238,901,0.42260052320181074
1003,238-902,238,902,0.43203597207043326
1004,238-903,238,903,0.43394282315801214
1005,238-904,238,904,0.42461541885412063
1006,238-905,238,905,0.4058437760544239
1007,238-906,238,906,0.3815350949076366
1008,238-908,238,908,0.3057972380703637
1009,238-909,238,909,0.2627843058220918
1010,238-910,238,910,0.23078037502365015
1011,238-911,238,911,0.21721384736059218
1012,238-912,238,912,0.22831038070134113
1013,238-913,238,913,0.24618625972140662
1014,238-914,238,914,0.25899302164228144
1015,238-915,238,915,0.25925072422337403
1016,238-916,238,916,0.2657318483058555
1017,238-917,238,917,0.26641251657310305
1018,238-918,238,918,0.2584813722373545
1019,238-919,238,919,0.2508929591382128
1020,238-920,238,920,0.2471095351665572
1021,238-922,238,922,0.23008138032920097
1022,238-923,238,923,0.23941232479706887
1023,238-925,238,925,0.2671933249877954
1024,238-926,238,926,0.28092030858296296
1025,238-927,238,927,0.2892043926114521
1026,238-928,238,928,0.29680124358687593
1027,238-929,238,929,0.3029430537611754
1028,238-930,238,930,0.30746139924075555
1029,239-902,239,902,0.4158775720148709
1030,239-903,239,903,0.4264501760580144
1031,239-904,239,904,0.42037438841111
1032,239-905,239,905,0.40109615876485594
1033,239-906,239,906,0.3744048342252992
1034,239-907,239,907,0.33939170019025017
1035,239-908,239,908,0.29554199254081115
1036,239-909,239,909,0.2511664132604058
1037,239-911,239,911,0.21457648058010687
1038,239-912,239,912,0.22348316777885469
1039,239-913,239,913,0.2461749334665207
1040,239-914,239,914,0.2637521067059927
1041,239-915,239,915,0.2745928073544627
1042,239-916,239,916,0.2723061122971567
1043,239-917,239,917,0.27637506335146383
1044,239-918,239,918,0.2709930565397268
1045,239-919,239,919,0.26202414895772036
1046,239-920,239,920,0.24756702660927396
1047,239-921,239,921,0.23045483523906002
1048,239-923,239,923,0.2302764065731809
1049,239-924,239,924,0.24401789049326456
1050,239-925,239,925,0.2636416560308417
1051,239-926,239,926,0.28342787224227545
1052,239-927,239,927,0.2987861909269973
1053,239-928,239,928,0.307181638326926
1054,239-929,239,929,0.31532513544326835
1055,239-930,239,930,0.3203598072309678
1056,240-901,240,901,0.4150172087075681
1057,240-902,240,902,0.4292602755074504
1058,240-903,240,903,0.43764346504425233
1059,240-904,240,904,0.4290000101759064
1060,240-905,240,905,0.4056198150017336
1061,240-906,240,906,0.3728487677138586
1062,240-907,240,907,0.33351060012102746
1063,240-908,240,908,0.29018706714582576
1064,240-909,240,909,0.2472078680441672
1065,240-910,240,910,0.21751568164920554
1066,240-911,240,911,0.21519139543539842
1067,240-912,240,912,0.23039138024721484
1068,240-914,240,914,0.2673264260360282
1069,240-915,240,915,0.2801292286831395
1070,240-916,240,916,0.28705093663322656
1071,240-917,240,917,0.29741918192247263
1072,240-918,240,918,0.29171699006957486
1073,240-919,240,919,0.2772824774728485
1074,240-920,240,920,0.2561535881419185
1075,240-921,240,921,0.23690061869620094
1076,240-922,240,922,0.22782155889940986
1077,240-923,240,923,0.23405930077128523
1078,240-924,240,924,0.24801900031333757
1079,240-925,240,925,0.2669650893497888
1080,240-927,240,927,0.30739275335421984
1081,240-929,240,929,0.33718524650948506
1082,240-930,240,930,0.33614326264838557
1083,241-901,241,901,0.4394887672676813
1084,241-902,241,902,0.4564446548054828
1085,241-903,241,903,0.4636609751978232
1086,241-904,241,904,0.4465102874816529
1087,241-905,241,905,0.41413494356437397
1088,241-906,241,906,0.3752563605202944
1089,241-908,241,908,0.2912003362207494
1090,241-909,241,909,0.25095225556147316
1091,241-911,241,911,0.22751005181023412
1092,241-912,241,912,0.24499830453007965
1093,241-913,241,913,0.26023521502201447
1094,241-914,241,914,0.2736196941670923
1095,241-915,241,915,0.2938086684044989
1096,241-916,241,916,0.30719839858616027
1097,241-917,241,917,0.32577430848814426
1098,241-918,241,918,0.3202353301116569
1099,241-919,241,919,0.2959412915675575
1100,241-920,241,920,0.265732465594869
1101,241-923,241,923,0.2456698677890003
1102,241-924,241,924,0.25728638600861226
1103,241-925,241,925,0.2710018323937073
1104,241-926,241,926,0.29104814434207243
1105,241-927,241,927,0.315790759177976
1106,241-928,241,928,0.33956099538642726
1107,241-929,241,929,0.35480114533252777
1108,241-930,241,930,0.36191813337328843
1109,242-901,242,901,0.4691857609999539
1110,242-902,242,902,0.47918422629729923
1111,242-904,242,904,0.464410843019753
1112,242-905,242,905,0.4239040803980853
1113,242-906,242,906,0.3795139113036785
1114,242-908,242,908,0.29578712739244317
1115,242-909,242,909,0.2660918539877655
1116,242-910,242,910,0.251393179342396
1117,242-911,242,911,0.25599802088859896
1118,242-912,242,912,0.269798189595738
1119,242-913,242,913,0.27387918041276194
1120,242-914,242,914,0.2908519209767035
1121,242-915,242,915,0.30202378503341015
1122,242-916,242,916,0.3252805825187713
1123,242-917,242,917,0.34419870370970895
1124,242-919,242,919,0.3082585216481143
1125,242-920,242,920,0.27331696377782977
1126,242-921,242,921,0.2536399594853786
1127,242-922,242,922,0.25496234332344114
1128,242-923,242,923,0.2665123236650437
1129,242-924,242,924,0.2749659799179893
1130,242-925,242,925,0.2792106195682926
1131,242-926,242,926,0.2902998376606824
1132,242-927,242,927,0.32662620610008164
1133,242-928,242,928,0.3621362500354801
1134,242-929,242,929,0.3764069079042217
1135,242-930,242,930,0.3789727977948081
1136,243-901,243,901,0.4836845362959721
1137,243-902,243,902,0.49409153270147604
1138,243-903,243,903,0.49369753340420686
1139,243-904,243,904,0.4697098588514239
1140,243-905,243,905,0.431278045626898
1141,243-906,243,906,0.38385599126753184
1142,243-908,243,908,0.2985750799154463
1143,243-909,243,909,0.28212625762509386
1144,243-910,243,910,0.2823186014537471
1145,243-911,243,911,0.2917002525526069
1146,243-912,243,912,0.2961695203196402
1147,243-913,243,913,0.30076786564899494
1148,243-914,243,914,0.30746811014951203
1149,243-915,243,915,0.3175388316600021
1150,243-916,243,916,0.33458094654737636
1151,243-917,243,917,0.3405871870948912
1152,243-918,243,918,0.3334026479828954
1153,243-919,243,919,0.30028817206149794
1154,243-920,243,920,0.2668030820266475
1155,243-921,243,921,0.25981400702308655
1156,243-922,243,922,0.27714853027638686
1157,243-923,243,923,0.30004301207550943
1158,243-924,243,924,0.3066745539187886
1159,243-925,243,925,0.2996967031319833
1160,243-927,243,927,0.346706902446986
1161,243-929,243,929,0.39718549804082287
1162,243-930,243,930,0.3935393860989466
1163,244-901,244,901,0.4915116909002436
1164,244-902,244,902,0.49769722309381287
1165,244-903,244,903,0.49410756423948404
1166,244-904,244,904,0.4747513907121205
1167,244-905,244,905,0.43815212502128853
1168,244-906,244,906,0.39046320236199866
1169,244-907,244,907,0.3334810854407363
1170,244-908,244,908,0.29219524982589445
1171,244-909,244,909,0.2919664933218058
1172,244-910,244,910,0.3114684045269108
1173,244-913,244,913,0.3277963307016792
1174,244-914,244,914,0.32982356617321346
1175,244-915,244,915,0.33081046199220243
1176,244-916,244,916,0.34222022936595503
1177,244-917,244,917,0.33680390608119454
1178,244-918,244,918,0.3249675674565616
1179,244-919,244,919,0.2932960380283298
1180,244-922,244,922,0.3136969368602165
1181,244-924,244,924,0.35435068001768705
1182,244-925,244,925,0.34331737500744647
1183,244-926,244,926,0.3459053467849586
1184,244-928,244,928,0.40106150560610393
1185,244-929,244,929,0.40414052079468193
1186,244-930,244,930,0.40818912568632226
1187,245-901,245,901,0.4960943426034401
1188,245-902,245,902,0.5010071950265993
1189,245-903,245,903,0.4990011076999436
1190,245-904,245,904,0.48687324659168374
1191,245-905,245,905,0.4578960833718578
1192,245-906,245,906,0.40462586819911756
1193,245-907,245,907,0.33899523427345396
1194,245-909,245,909,0.30269860908853263
1195,245-910,245,910,0.33773430400275284
1196,245-912,245,912,0.35872648798381535
1197,245-913,245,913,0.35168939151304346
1198,245-914,245,914,0.3485358586977596
1199,245-915,245,915,0.34730821781709753
1200,245-916,245,916,0.343074888988208
1201,245-917,245,917,0.34272508588669265
1202,245-918,245,918,0.32781376455962796
1203,245-919,245,919,0.30813359321871064
1204,245-920,245,920,0.29342547519125806
1205,245-921,245,921,0.3091019453695352
1206,245-922,245,922,0.35816570189903196
1207,245-924,245,924,0.39948771089789825
1208,245-925,245,925,0.38458827711327254
1209,245-926,245,926,0.3841974862023672
1210,245-927,245,927,0.3966075332036289
1211,245-928,245,928,0.40957599449960486
1212,245-929,245,929,0.4134152911134731
1213,245-930,245,930,0.4193763323005921
1214,246-901,246,901,0.49865162784302475
1215,246-902,246,902,0.5034794852083557
1216,246-903,246,903,0.5037323492880321
1217,246-904,246,904,0.498953313878577
1218,246-906,246,906,0.4288389864370353
1219,246-907,246,907,0.371157562950521
1220,246-908,246,908,0.33145768968644734
1221,246-909,246,909,0.33509075254935233
1222,246-910,246,910,0.3492201809437318
1223,246-911,246,911,0.37072002053905345
1224,246-912,246,912,0.37284535189736695
1225,246-913,246,913,0.36626502172992503
1226,246-914,246,914,0.35946944320368657
1227,246-915,246,915,0.3582753411286984
1228,246-916,246,916,0.35418813188142734
1229,246-917,246,917,0.3511452195556127
1230,246-918,246,918,0.34150147998405317
1231,246-919,246,919,0.32874149918295414
1232,246-920,246,920,0.326075225143693
1233,246-921,246,921,0.34296248044070826
1234,246-922,246,922,0.3790376330617261
1235,246-924,246,924,0.41263129480424793
1236,246-925,246,925,0.40495868809710206
1237,246-926,246,926,0.4057533353524039
1238,246-927,246,927,0.4092294051715646
1239,246-928,246,928,0.4132097854182703
1240,246-929,246,929,0.42108936640402994
1241,246-930,246,930,0.4202571703987329
